#PROJECT_DESCRIPTION=New experiment for element analysis of apples
#ALTERNATIVE_NAME=
#INVESTIGATOR=
#CONTACT=
#MANAGER=
#EXP QVGVNE1:Q_EXPERIMENTAL_DESIGN:{Q_SECONDARY_NAME=2018-05-15_UVB134679}
#EXP QVGVNE2:Q_SAMPLE_EXTRACTION:{Q_SECONDARY_NAME=2018-05-15-258852}
Identifier	SAMPLE TYPE	SPACE	EXPERIMENT	Q_SECONDARY_NAME	PARENT	Q_PRIMARY_TISSUE	Q_TISSUE_DETAILED	Q_ADDITIONAL_INFO	Q_NCBI_ORGANISM	Q_SAMPLE_TYPE	Q_EXTERNALDB_ID	Condition: genotype	Condition: phenotype	Condition: species	Condition: extraction_time	Condition: growth_medium
QVGVN423AX	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen3 ; weigh ; Escherichia coli ; extract1 ; medium3	QVGVN207A5					SMALLMOLECULES		gen3	weigh	Escherichia coli	extract1	medium3
QVGVN424A7	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen3 ; weigh ; Escherichia coli ; extract2 ; medium1	QVGVN208AD					SMALLMOLECULES		gen3	weigh	Escherichia coli	extract2	medium1
QVGVN425AF	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen3 ; weigh ; Escherichia coli ; extract2 ; medium2	QVGVN209AL					SMALLMOLECULES		gen3	weigh	Escherichia coli	extract2	medium2
QVGVN426AN	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen3 ; weigh ; Escherichia coli ; extract2 ; medium3	QVGVN210AO					SMALLMOLECULES		gen3	weigh	Escherichia coli	extract2	medium3
QVGVN427AV	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen3 ; weigh ; Brassica oleracea var. viridis ; extract1 ; medium1	QVGVN211AW					SMALLMOLECULES		gen3	weigh	Brassica oleracea var. viridis	extract1	medium1
QVGVN428A5	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen3 ; weigh ; Brassica oleracea var. viridis ; extract1 ; medium2	QVGVN212A6					SMALLMOLECULES		gen3	weigh	Brassica oleracea var. viridis	extract1	medium2
QVGVN429AD	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen3 ; weigh ; Brassica oleracea var. viridis ; extract1 ; medium3	QVGVN213AE					SMALLMOLECULES		gen3	weigh	Brassica oleracea var. viridis	extract1	medium3
QVGVN430AG	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen3 ; weigh ; Brassica oleracea var. viridis ; extract2 ; medium1	QVGVN214AM					SMALLMOLECULES		gen3	weigh	Brassica oleracea var. viridis	extract2	medium1
QVGVN431AO	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen3 ; weigh ; Brassica oleracea var. viridis ; extract2 ; medium2	QVGVN215AU					SMALLMOLECULES		gen3	weigh	Brassica oleracea var. viridis	extract2	medium2
QVGVN432AW	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen3 ; weigh ; Brassica oleracea var. viridis ; extract2 ; medium3	QVGVN216A4					SMALLMOLECULES		gen3	weigh	Brassica oleracea var. viridis	extract2	medium3
